instance_id	file_id	speaker	colloq	norm	start_t	end_t	label_origA	label_collapseA	label_origC	label_collapseC	split_orig	split_redo
ROG-Dia-GSO-P0018_ROG-dialog-0034_110.148_110.796	ROG-Dia-GSO-P0018	ROG-dialog-0034	Ja.	Ja.	110.148	110.796	neutralNegative	neutral	neutralNegative	neutral	Train	train
ROG-Dia-GSO-P0018_ROG-dialog-0034_116.022_116.701	ROG-Dia-GSO-P0018	ROG-dialog-0034	Ja.	Ja.	116.022	116.701	neutralNegative	neutral	neutralNegative	neutral	Train	train
ROG-Dia-GSO-P0018_ROG-dialog-0034_119.848_121.399	ROG-Dia-GSO-P0018	ROG-dialog-0034	J@@, v šolo?	Joo, v šolo?	119.848	121.399	predominantlyNegative	negative	mixedNegative	negative	Train	train
ROG-Dia-GSO-P0018_ROG-dialog-0034_121.743_122.330	ROG-Dia-GSO-P0018	ROG-dialog-0034	Aaa!	Aaa!	121.743	122.33	neutralNegative	neutral	neutralNegative	neutral	Train	train
ROG-Dia-GSO-P0018_ROG-dialog-0034_122.954_123.733	ROG-Dia-GSO-P0018	ROG-dialog-0034	Ne!	Ne!	122.954	123.733	neutralNegative	neutral	neutralNegative	neutral	Train	train
ROG-Dia-GSO-P0018_ROG-dialog-0034_126.379_129.006	ROG-Dia-GSO-P0018	ROG-dialog-0034	Obvij@sli, da se ne oglasi, zakaj bi se oglasil?	Obviously, da se ne oglasi, zakaj bi se oglasili?	126.379	129.006	neutralNegative	neutral	mixedNegative	negative	Train	train
ROG-Dia-GSO-P0018_ROG-dialog-0034_136.419_137.711	ROG-Dia-GSO-P0018	ROG-dialog-0034	Mhm.	Mhm.	136.419	137.711	neutralNegative	neutral	neutralNegative	neutral	Train	train
ROG-Dia-GSO-P0018_ROG-dialog-0034_141.306_141.574	ROG-Dia-GSO-P0018	ROG-dialog-0034	Ja.	Ja.	141.306	141.574	neutralNegative	neutral	neutralNegative	neutral	Train	train
ROG-Dia-GSO-P0018_ROG-dialog-0034_144.181_147.598	ROG-Dia-GSO-P0018	ROG-dialog-0034	A to tko, tip, k stalno dela v domu al tko kr en?	A to tako, tip, k stalno dela v domu ali tako kar en?	144.181	147.598	neutralNegative	neutral	neutralNegative	neutral	Train	train
ROG-Dia-GSO-P0018_ROG-dialog-0034_148.826_149.753	ROG-Dia-GSO-P0018	ROG-dialog-0034	Po() blage, okej.	Po() blage, okej.	148.826	149.753	neutralNegative	neutral	mixedNegative	negative	Train	train
ROG-Dia-GSO-P0018_ROG-dialog-0034_155.191_156.739	ROG-Dia-GSO-P0018	ROG-dialog-0034	A, okej okej.	A, okej okej.	155.191	156.739	neutralNegative	neutral	neutralNegative	neutral	Train	train
ROG-Dia-GSO-P0018_ROG-dialog-0034_165.739_166.397	ROG-Dia-GSO-P0018	ROG-dialog-0034	Ja ...	Ja ...	165.739	166.397			neutralNegative	neutral	Train	train
ROG-Dia-GSO-P0018_ROG-dialog-0034_165.739_168.172	ROG-Dia-GSO-P0018	ROG-dialog-0034	Ja ... Ne, nisi.	Ja ... Ne, nisi.	165.739	168.172	neutralNegative	neutral			Train	train
ROG-Dia-GSO-P0018_ROG-dialog-0034_166.397_168.172	ROG-Dia-GSO-P0018	ROG-dialog-0034	Ne, nisi.	Ne, nisi.	166.397	168.172			neutralNegative	neutral	Train	train
ROG-Dia-GSO-P0018_ROG-dialog-0034_172.294_172.975	ROG-Dia-GSO-P0018	ROG-dialog-0034	Kok bed.	Kako bad.	172.294	172.975	neutralNegative	neutral	predominantlyNegative	negative	Train	train
ROG-Dia-GSO-P0018_ROG-dialog-0034_175.459_176.099	ROG-Dia-GSO-P0018	ROG-dialog-0034	Ja.	Ja.	175.459	176.099			neutralNegative	neutral	Train	train
ROG-Dia-GSO-P0018_ROG-dialog-0034_175.459_176.837	ROG-Dia-GSO-P0018	ROG-dialog-0034	Ja. Varkota.	Ja. Varkota.	175.459	176.837	neutralNegative	neutral			Train	train
ROG-Dia-GSO-P0018_ROG-dialog-0034_176.099_176.837	ROG-Dia-GSO-P0018	ROG-dialog-0034	Varkota.	Varkota.	176.099	176.837			neutralNegative	neutral	Train	train
ROG-Dia-GSO-P0018_ROG-dialog-0034_181.035_181.465	ROG-Dia-GSO-P0018	ROG-dialog-0034	Ja.	Ja.	181.035	181.465	neutralNegative	neutral	neutralNegative	neutral	Train	train
ROG-Dia-GSO-P0018_ROG-dialog-0034_184.731_186.012	ROG-Dia-GSO-P0018	ROG-dialog-0034	Pridejo.	Pridejo.	184.731	186.012	neutralNegative	neutral	neutralNegative	neutral	Train	train
ROG-Dia-GSO-P0018_ROG-dialog-0034_186.528_191.673	ROG-Dia-GSO-P0018	ROG-dialog-0034	Ja sam, a an() če ni dežurna, a ni to fora, da bi on mogu bit skos tam?	Ja samo, a an() če ni dežurna, a ni to fora, da bi on mogel biti skozi tam?	186.528	191.673	neutralNegative	neutral	neutralNegative	neutral	Train	train
ROG-Dia-GSO-P0018_ROG-dialog-0034_191.673_193.180	ROG-Dia-GSO-P0018	ROG-dialog-0034	Ne da pride poj.	Ne da pride pol.	191.673	193.18	neutralNegative	neutral	neutralNegative	neutral	Train	train
ROG-Dia-GSO-P0018_ROG-dialog-0034_193.180_194.119	ROG-Dia-GSO-P0018	ROG-dialog-0034	Če je dežuren.	Če je dežuren.	193.18	194.119	neutralNegative	neutral	neutralNegative	neutral	Train	train
ROG-Dia-GSO-P0018_ROG-dialog-0034_196.546_198.406	ROG-Dia-GSO-P0018	ROG-dialog-0034	Okej, ja.	Okej, ja.	196.546	198.406			neutralNegative	neutral	Train	train
ROG-Dia-GSO-P0018_ROG-dialog-0034_196.546_199.602	ROG-Dia-GSO-P0018	ROG-dialog-0034	Okej, ja. Okej, vatever.	Okej, ja. Okej, whatever.	196.546	199.602	neutralNegative	neutral			Train	train
ROG-Dia-GSO-P0018_ROG-dialog-0034_198.406_199.602	ROG-Dia-GSO-P0018	ROG-dialog-0034	Okej, vatever.	Okej, whatever.	198.406	199.602			mixedNegative	negative	Train	train
ROG-Dia-GSO-P0018_ROG-dialog-0034_203.189_204.418	ROG-Dia-GSO-P0018	ROG-dialog-0034	Mhm.	Mhm.	203.189	204.418	neutralNegative	neutral	neutralNegative	neutral	Train	train
ROG-Dia-GSO-P0018_ROG-dialog-0034_208.766_211.046	ROG-Dia-GSO-P0018	ROG-dialog-0034	Ou.	Ou.	208.766	211.046	neutralNegative	neutral	neutralNegative	neutral	Train	train
ROG-Dia-GSO-P0018_ROG-dialog-0034_213.717_216.135	ROG-Dia-GSO-P0018	ROG-dialog-0034	"Mene tud boli, jz bi tud."	"Mene tudi boli, jaz bi tudi."	213.717	216.135	predominantlyNegative	negative	predominantlyNegative	negative	Train	train
ROG-Dia-GSO-P0018_ROG-dialog-0034_223.453_226.456	ROG-Dia-GSO-P0018	ROG-dialog-0034	To se vedno pol morš prpravt poj na na pet ur plus.	To se vedno pol moraš pripraviti pol na na pet ur plus.	223.453	226.456	neutralNegative	neutral	mixedNegative	negative	Train	train
ROG-Dia-GSO-P0018_ROG-dialog-0034_228.280_229.744	ROG-Dia-GSO-P0018	ROG-dialog-0034	Ooo!	Ooo!	228.28	229.744			neutralNegative	neutral	Train	train
ROG-Dia-GSO-P0018_ROG-dialog-0034_228.280_231.239	ROG-Dia-GSO-P0018	ROG-dialog-0034	Ooo! Nobenga?	Ooo! Nobenega?	228.28	231.239	neutralNegative	neutral			Train	train
ROG-Dia-GSO-P0018_ROG-dialog-0034_229.744_231.239	ROG-Dia-GSO-P0018	ROG-dialog-0034	Nobenga?	Nobenega?	229.744	231.239			neutralNegative	neutral	Train	train
ROG-Dia-GSO-P0018_ROG-dialog-0034_237.045_238.040	ROG-Dia-GSO-P0018	ROG-dialog-0034	Ona sta sama not zdela?	Ona sta sama not sedela?	237.045	238.04	neutralNegative	neutral	neutralNegative	neutral	Train	train
ROG-Dia-GSO-P0018_ROG-dialog-0034_238.752_239.937	ROG-Dia-GSO-P0018	ROG-dialog-0034	Ooo bed.	Ooo bad.	238.752	239.937	neutralNegative	neutral	neutralNegative	neutral	Train	train
ROG-Dia-GSO-P0018_ROG-dialog-0034_245.306_245.627	ROG-Dia-GSO-P0018	ROG-dialog-0034	Uh!	Uh!	245.306	245.627	neutralNegative	neutral	neutralNegative	neutral	Train	train
ROG-Dia-GSO-P0018_ROG-dialog-0034_251.425_251.810	ROG-Dia-GSO-P0018	ROG-dialog-0034	Kom()?	Kom()?	251.425	251.81	neutralNegative	neutral	neutralNegative	neutral	Train	train
ROG-Dia-GSO-P0018_ROG-dialog-0034_252.699_253.806	ROG-Dia-GSO-P0018	ROG-dialog-0034	Aja, okej okej.	Aja, okej okej.	252.699	253.806	neutralNegative	neutral	neutralNegative	neutral	Train	train
ROG-Dia-GSO-P0018_ROG-dialog-0034_259.040_259.687	ROG-Dia-GSO-P0018	ROG-dialog-0034	Mhm.	Mhm.	259.04	259.687	neutralNegative	neutral	neutralNegative	neutral	Train	train
ROG-Dia-GSO-P0018_ROG-dialog-0034_262.410_264.524	ROG-Dia-GSO-P0018	ROG-dialog-0034	Obvijusli, veš, zih ni dobr naredu, a ne.	Obviously, veš, ziher ni dobro naredil, a ne.	262.41	264.524	neutralNegative	neutral	mixedNegative	negative	Train	train
ROG-Dia-GSO-P0018_ROG-dialog-0034_267.072_268.106	ROG-Dia-GSO-P0018	ROG-dialog-0034	O, moj bog!	O, moj bog!	267.072	268.106	neutralNegative	neutral	mixedNegative	negative	Train	train
ROG-Dia-GSO-P0018_ROG-dialog-0034_269.924_270.891	ROG-Dia-GSO-P0018	ROG-dialog-0034	Oh!	Oh!	269.924	270.891	mixedNegative	negative	mixedNegative	negative	Train	train
ROG-Dia-GSO-P0018_ROG-dialog-0034_272.943_274.680	ROG-Dia-GSO-P0018	ROG-dialog-0034	Všeč mi je, da je šov to teb razlagat, pač.	Všeč mi je, da je šel to tebi razlagat, pač.	272.943	274.68	mixedNegative	negative	mixedNegative	negative	Train	train
ROG-Dia-GSO-P0018_ROG-dialog-0034_276.294_277.655	ROG-Dia-GSO-P0018	ROG-dialog-0034	Z medicinsko sestro?	Z medicinsko sestro?	276.294	277.655	neutralNegative	neutral	neutralNegative	neutral	Train	train
ROG-Dia-GSO-P0018_ROG-dialog-0034_277.971_279.396	ROG-Dia-GSO-P0018	ROG-dialog-0034	Zih mata afero.	Ziher imata afero.	277.971	279.396	mixedNegative	negative	mixedNegative	negative	Train	train
ROG-Dia-GSO-P0018_ROG-dialog-0034_281.959_282.742	ROG-Dia-GSO-P0018	ROG-dialog-0034	Ja, okej.	Ja, okej.	281.959	282.742	neutralNegative	neutral	neutralNegative	neutral	Train	train
ROG-Dia-GSO-P0018_ROG-dialog-0034_287.756_289.244	ROG-Dia-GSO-P0018	ROG-dialog-0034	On je tebe vprašal?	On je tebe vprašal?	287.756	289.244			mixedNegative	negative	Train	train
ROG-Dia-GSO-P0018_ROG-dialog-0034_287.756_290.091	ROG-Dia-GSO-P0018	ROG-dialog-0034	On je tebe vprašal? Dober.	On je tebe vprašal? Dobro.	287.756	290.091	mixedNegative	negative			Train	train
ROG-Dia-GSO-P0018_ROG-dialog-0034_289.244_290.091	ROG-Dia-GSO-P0018	ROG-dialog-0034	Dober.	Dobro.	289.244	290.091			mixedNegative	negative	Train	train
ROG-Dia-GSO-P0018_ROG-dialog-0034_295.154_300.592	ROG-Dia-GSO-P0018	ROG-dialog-0034	A pa to je za plačat za inekcije ... al to ti krije z ...?	A pa to je za plačati za injekcije ... ali to ti krije z ...?	295.154	300.592	mixedNegative	negative	neutralPositive	neutral	Train	train
ROG-Dia-GSO-P0018_ROG-dialog-0034_300.974_301.775	ROG-Dia-GSO-P0018	ROG-dialog-0034	Okej okej.	Okej okej.	300.974	301.775			neutralPositive	neutral	Train	train
ROG-Dia-GSO-P0018_ROG-dialog-0034_300.974_303.085	ROG-Dia-GSO-P0018	ROG-dialog-0034	Okej okej. Okej, jz to vem.	Okej okej. Okej, jaz to vem.	300.974	303.085	neutralPositive	neutral			Train	train
ROG-Dia-GSO-P0018_ROG-dialog-0034_301.775_303.085	ROG-Dia-GSO-P0018	ROG-dialog-0034	Okej, jz to vem.	Okej, jaz to vem.	301.775	303.085			neutralPositive	neutral	Train	train
ROG-Dia-GSO-P0018_ROG-dialog-0034_305.238_306.005	ROG-Dia-GSO-P0018	ROG-dialog-0034	Nn!	Nn!	305.238	306.005	neutralNegative	neutral	neutralNegative	neutral	Train	train
ROG-Dia-GSO-P0018_ROG-dialog-0034_306.571_309.311	ROG-Dia-GSO-P0018	ROG-dialog-0034	Ooo najebala, najebala.	Ooo najebala, najebala.	306.571	309.311	predominantlyNegative	negative	predominantlyNegative	negative	Train	train
ROG-Dia-GSO-P0018_ROG-dialog-0034_311.963_313.884	ROG-Dia-GSO-P0018	ROG-dialog-0034	Ja oh, itak, a ne.	Ja oh, itak, a ne.	311.963	313.884	neutralNegative	neutral	neutralNegative	neutral	Train	train
ROG-Dia-GSO-P0018_ROG-dialog-0034_315.440_316.116	ROG-Dia-GSO-P0018	ROG-dialog-0034	M?	M?	315.44	316.116	neutralNegative	neutral	neutralNegative	neutral	Train	train
ROG-Dia-GSO-P0018_ROG-dialog-0034_318.138_319.119	ROG-Dia-GSO-P0018	ROG-dialog-0034	Jebote.	Jebote.	318.138	319.119	predominantlyNegative	negative	predominantlyNegative	negative	Train	train
ROG-Dia-GSO-P0018_ROG-dialog-0034_321.199_322.520	ROG-Dia-GSO-P0018	ROG-dialog-0034	A preh te sploh ni na dotik?	A prej te sploh ni na dotik?	321.199	322.52	predominantlyNegative	negative	neutralNegative	neutral	Train	train
ROG-Dia-GSO-P0018_ROG-dialog-0034_322.981_323.534	ROG-Dia-GSO-P0018	ROG-dialog-0034	Oh.	Oh.	322.981	323.534			predominantlyNegative	negative	Train	train
ROG-Dia-GSO-P0018_ROG-dialog-0034_322.981_325.118	ROG-Dia-GSO-P0018	ROG-dialog-0034	Oh. Bed.	Oh. Bad.	322.981	325.118	predominantlyNegative	negative			Train	train
ROG-Dia-GSO-P0018_ROG-dialog-0034_323.534_325.118	ROG-Dia-GSO-P0018	ROG-dialog-0034	Bed.	Bad.	323.534	325.118			predominantlyNegative	negative	Train	train
ROG-Dia-GSO-P0018_ROG-dialog-0034_325.118_328.549	ROG-Dia-GSO-P0018	ROG-dialog-0034	Men je to, enkat sem šla k te, v osnovno šolo k zobarci, k isto.	Meni je to, enkrat sem šla k te, v osnovno šolo k zobarici, k isto.	325.118	328.549	neutralNegative	neutral	neutralNegative	neutral	Train	train
ROG-Dia-GSO-P0018_ROG-dialog-0034_328.549_329.759	ROG-Dia-GSO-P0018	ROG-dialog-0034	Me najb@l me je zob bolel.	Me najbolj me je zob bolel.	328.549	329.759	predominantlyNegative	negative	predominantlyNegative	negative	Train	train
ROG-Dia-GSO-P0018_ROG-dialog-0034_329.759_332.270	ROG-Dia-GSO-P0018	ROG-dialog-0034	In sem šla k njej, k je pač isto dežurna bla.	In sem šla k njej, k je pač isto dežurna bila.	329.759	332.27	neutralNegative	neutral	neutralNegative	neutral	Train	train
ROG-Dia-GSO-P0018_ROG-dialog-0034_332.270_334.285	ROG-Dia-GSO-P0018	ROG-dialog-0034	In eee ona tko pride tko:	In eee ona tako pride tako:	332.27	334.285	neutralNegative	neutral	neutralNegative	neutral	Train	train
ROG-Dia-GSO-P0018_ROG-dialog-0034_334.285_335.944	ROG-Dia-GSO-P0018	ROG-dialog-0034	"Ja, ti maš gnoj pod zobom."	"Ja, ti imaš gnoj pod zobom."	334.285	335.944	predominantlyNegative	negative	predominantlyNegative	negative	Train	train
ROG-Dia-GSO-P0018_ROG-dialog-0034_335.944_337.287	ROG-Dia-GSO-P0018	ROG-dialog-0034	In jz tko: "Vat du ju ...	In jaz tako: "What do you ...	335.944	337.287	predominantlyNegative	negative	predominantlyNegative	negative	Train	train
ROG-Dia-GSO-P0018_ROG-dialog-0034_337.600_339.388	ROG-Dia-GSO-P0018	ROG-dialog-0034	vat d fak du ju min?" [jezik]	what the fuck do you mean?" [jezik]	337.6	339.388	predominantlyNegative	negative	predominantlyNegative	negative	Train	train
ROG-Dia-GSO-P0018_ROG-dialog-0034_339.388_341.421	ROG-Dia-GSO-P0018	ROG-dialog-0034	In ona men zvrtala not lukno.	In ona meni zvrtala not luknjo.	339.388	341.421	predominantlyNegative	negative	predominantlyNegative	negative	Train	train
ROG-Dia-GSO-P0018_ROG-dialog-0034_341.938_342.586	ROG-Dia-GSO-P0018	ROG-dialog-0034	V zob.	V zob.	341.938	342.586	predominantlyNegative	negative	predominantlyNegative	negative	Train	train
ROG-Dia-GSO-P0018_ROG-dialog-0034_342.876_343.879	ROG-Dia-GSO-P0018	ROG-dialog-0034	Da je šu gnoj ven.	Da je šel gnoj ven.	342.876	343.879	predominantlyNegative	negative	predominantlyNegative	negative	Train	train
ROG-Dia-GSO-P0018_ROG-dialog-0034_343.879_345.785	ROG-Dia-GSO-P0018	ROG-dialog-0034	Takat sem bla še ful m@jhna, to ni blo zdej,	Takat sem bila še ful majhna, to ni bilo zdaj,	343.879	345.785	predominantlyNegative	negative	neutralNegative	neutral	Train	train
ROG-Dia-GSO-P0018_ROG-dialog-0034_345.785_346.788	ROG-Dia-GSO-P0018	ROG-dialog-0034	ampak da je šu gnoj ven.	ampak da je šel gnoj ven.	345.785	346.788	predominantlyNegative	negative	predominantlyNegative	negative	Train	train
ROG-Dia-GSO-P0018_ROG-dialog-0034_346.788_348.985	ROG-Dia-GSO-P0018	ROG-dialog-0034	In mene pač ona pusti najd@l cajta.	In mene pač ona pusti najdlje cajta.	346.788	348.985	neutralNegative	neutral	predominantlyNegative	negative	Train	train
ROG-Dia-GSO-P0018_ROG-dialog-0034_348.985_350.967	ROG-Dia-GSO-P0018	ROG-dialog-0034	Pridem nazaj ... al ... ne vem,	Pridem nazaj ... ali ... ne vem,	348.985	350.967	neutralNegative	neutral	neutralNegative	neutral	Train	train
ROG-Dia-GSO-P0018_ROG-dialog-0034_350.967_353.453	ROG-Dia-GSO-P0018	ROG-dialog-0034	ne vem, kako je že blo, skratka, spet sem rabla k njej.	ne vem, kako je že bilo, skratka, spet sem rabila k njej.	350.967	353.453	neutralNegative	neutral	neutralNegative	neutral	Train	train
ROG-Dia-GSO-P0018_ROG-dialog-0034_353.453_355.471	ROG-Dia-GSO-P0018	ROG-dialog-0034	In mi ga je ona eem pač bla tko:	In mi ga je ona eem pač bila tako:	353.453	355.471	neutralNegative	neutral	neutralNegative	neutral	Train	train
ROG-Dia-GSO-P0018_ROG-dialog-0034_355.471_356.343	ROG-Dia-GSO-P0018	ROG-dialog-0034	"Zdej ga bova pa spule,"	"Zdaj ga bova pa spulile,"	355.471	356.343	predominantlyNegative	negative	predominantlyNegative	negative	Train	train
ROG-Dia-GSO-P0018_ROG-dialog-0034_356.343_357.322	ROG-Dia-GSO-P0018	ROG-dialog-0034	k je pač bil mlečen.	k je pač bil mlečen.	356.343	357.322	neutralNegative	neutral	neutralNegative	neutral	Train	train
ROG-Dia-GSO-P0018_ROG-dialog-0034_357.322_358.418	ROG-Dia-GSO-P0018	ROG-dialog-0034	Hvala bogu, ampak bla tko:	Hvala bogu, ampak bila tako:	357.322	358.418	neutralNegative	neutral	neutralNegative	neutral	Train	train
ROG-Dia-GSO-P0018_ROG-dialog-0034_358.418_359.344	ROG-Dia-GSO-P0018	ROG-dialog-0034	"Zdej ga bova spule."	"Zdaj ga bova spulile."	358.418	359.344	predominantlyNegative	negative	predominantlyNegative	negative	Train	train
ROG-Dia-GSO-P0018_ROG-dialog-0034_359.344_360.567	ROG-Dia-GSO-P0018	ROG-dialog-0034	K m() pač ... mrtu je.	K m() pač ... mrtev je.	359.344	360.567	neutralNegative	neutral	predominantlyNegative	negative	Train	train
ROG-Dia-GSO-P0018_ROG-dialog-0034_361.072_362.368	ROG-Dia-GSO-P0018	ROG-dialog-0034	[zvok] In jz tko: "Okej."	[zvok] In jaz tako: "Okej."	361.072	362.368	neutralNegative	neutral	neutralNegative	neutral	Train	train
ROG-Dia-GSO-P0018_ROG-dialog-0034_362.368_364.063	ROG-Dia-GSO-P0018	ROG-dialog-0034	Ona mi ga pul in ne gre ven.	Ona mi ga puli in ne gre ven.	362.368	364.063	predominantlyNegative	negative	predominantlyNegative	negative	Train	train
ROG-Dia-GSO-P0018_ROG-dialog-0034_364.063_367.660	ROG-Dia-GSO-P0018	ROG-dialog-0034	In se ji tip eee zdrobi v moji dlesni.	In se ji tip eee zdrobi v moji dlesni.	364.063	367.66	predominantlyNegative	negative	predominantlyNegative	negative	Train	train
ROG-Dia-GSO-P0018_ROG-dialog-0034_367.660_373.607	ROG-Dia-GSO-P0018	ROG-dialog-0034	In ni mogla sv() cevga sploh dat ven in sem mela že tko, ne vem, tri leta poj tko noter koščke.	In ni mogla sv() celega sploh dati ven in sem imela že tako, ne vem, tri leta pol tako noter koščke.	367.66	373.607	predominantlyNegative	negative	predominantlyNegative	negative	Train	train
ROG-Dia-GSO-P0018_ROG-dialog-0034_373.607_377.471	ROG-Dia-GSO-P0018	ROG-dialog-0034	Pač pa še z() pa še pa še zadi je blo, k mi ni ful ccc cajta zrasu.	Pač pa še z() pa še pa še zadaj je bilo, k mi ni ful ccc cajta zrastel.	373.607	377.471	neutralNegative	neutral	neutralNegative	neutral	Train	train
ROG-Dia-GSO-P0018_ROG-dialog-0034_377.471_379.194	ROG-Dia-GSO-P0018	ROG-dialog-0034	In naenkrat se sam zbudim, sam tko:	In naenkrat se samo zbudim, samo tako:	377.471	379.194			neutralNegative	neutral	Train	train
ROG-Dia-GSO-P0018_ROG-dialog-0034_377.471_378.598	ROG-Dia-GSO-P0018	ROG-dialog-0034	In naenkrat se sam zbudim,	In naenkrat se samo zbudim,	377.471	378.598	neutralNegative	neutral			Train	train
ROG-Dia-GSO-P0018_ROG-dialog-0034_378.598_381.499	ROG-Dia-GSO-P0018	ROG-dialog-0034	sam tko: "Hm, ni več koščkov, ajm don."	samo tako: "Hm, ni več koščkov, I'm done."	378.598	381.499	mixedPositive	positive			Train	train
ROG-Dia-GSO-P0018_ROG-dialog-0034_379.194_381.499	ROG-Dia-GSO-P0018	ROG-dialog-0034	"Hm, ni več koščkov, ajm don."	"Hm, ni več koščkov, I'm done."	379.194	381.499			mixedPositive	positive	Train	train
ROG-Dia-GSO-P0018_ROG-dialog-0034_386.038_386.391	ROG-Dia-GSO-P0018	ROG-dialog-0034	Ja.	Ja.	386.038	386.391	neutralPositive	neutral	neutralPositive	neutral	Train	train
ROG-Dia-GSO-P0018_ROG-dialog-0034_387.004_388.258	ROG-Dia-GSO-P0018	ROG-dialog-0034	Ja. [smeh]	Ja. [smeh]	387.004	388.258	neutralPositive	neutral	neutralPositive	neutral	Train	train
ROG-Dia-GSO-P0018_ROG-dialog-0034_390.131_392.542	ROG-Dia-GSO-P0018	ROG-dialog-0034	Najb@l trdi, mi jih je s cimra prnesla.	Najbolj trdi, mi jih je iz cimra prinesla.	390.131	392.542	neutralPositive	neutral	mixedNegative	negative	Train	train
ROG-Dia-GSO-P0018_ROG-dialog-0034_392.853_393.422	ROG-Dia-GSO-P0018	ROG-dialog-0034	Najb@l trdi.	Najbolj trdi.	392.853	393.422	neutralPositive	neutral	mixedNegative	negative	Train	train
ROG-Dia-GSO-P0018_ROG-dialog-0034_396.656_397.651	ROG-Dia-GSO-P0018	ROG-dialog-0034	Jabolčni zih.	Jabolčni zih.	396.656	397.651			neutralPositive	neutral	Train	train
ROG-Dia-GSO-P0018_ROG-dialog-0034_398.313_399.251	ROG-Dia-GSO-P0018	ROG-dialog-0034	Ooh.	Ooh.	398.313	399.251	neutralPositive	neutral	neutralPositive	neutral	Train	train
ROG-Dia-GSO-P0018_ROG-dialog-0034_406.256_406.645	ROG-Dia-GSO-P0018	ROG-dialog-0034	Oh!	Oh!	406.256	406.645	neutralNegative	neutral	neutralNegative	neutral	Train	train
ROG-Dia-GSO-P0018_ROG-dialog-0034_408.912_411.045	ROG-Dia-GSO-P0018	ROG-dialog-0034	Jz bi jokala.	Jaz bi jokala.	408.912	411.045	neutralNegative	neutral	predominantlyNegative	negative	Train	train
ROG-Dia-GSO-P0018_ROG-dialog-0034_414.576_416.382	ROG-Dia-GSO-P0018	ROG-dialog-0034	Dets ... trometik. [jezik]	That's ... traumatic. [jezik]	414.576	416.382			neutralNegative	neutral	Train	train
ROG-Dia-GSO-P0018_ROG-dialog-0034_414.576_417.141	ROG-Dia-GSO-P0018	ROG-dialog-0034	Dets ... trometik. [jezik] Kok si bla stara?	That's ... traumatic. [jezik] Koliko si bila stara?	414.576	417.141	neutralNegative	neutral			Train	train
ROG-Dia-GSO-P0018_ROG-dialog-0034_416.382_417.141	ROG-Dia-GSO-P0018	ROG-dialog-0034	Kok si bla stara?	Koliko si bila stara?	416.382	417.141			neutralPositive	neutral	Train	train
ROG-Dia-GSO-P0018_ROG-dialog-0034_418.998_420.864	ROG-Dia-GSO-P0018	ROG-dialog-0034	Zobna miška.	Zobna miška.	418.998	420.864	neutralNegative	neutral	neutralPositive	neutral	Train	train
ROG-Dia-GSO-P0018_ROG-dialog-0034_420.864_421.842	ROG-Dia-GSO-P0018	ROG-dialog-0034	Ja! [nerazumljivo]	Ja! [nerazumljivo]	420.864	421.842	neutralNegative	neutral	neutralNegative	neutral	Train	train
ROG-Dia-GSO-P0018_ROG-dialog-0034_421.842_425.449	ROG-Dia-GSO-P0018	ROG-dialog-0034	Fak, jz sm, jz sem vedno tko pisala pisma zobni miški.	Fak, jaz sem, jaz sem vedno tako pisala pisma zobni miški.	421.842	425.449	neutralPositive	neutral	neutralPositive	neutral	Train	train
ROG-Dia-GSO-P0018_ROG-dialog-0034_425.449_426.767	ROG-Dia-GSO-P0018	ROG-dialog-0034	Mi smo mel miško, ne vilo.	Mi smo imeli miško, ne vilo.	425.449	426.767	neutralPositive	neutral	neutralPositive	neutral	Train	train
ROG-Dia-GSO-P0018_ROG-dialog-0034_426.767_428.489	ROG-Dia-GSO-P0018	ROG-dialog-0034	Zo() zobna miška.	Zo() zobna miška.	426.767	428.489	neutralPositive	neutral	neutralPositive	neutral	Train	train
ROG-Dia-GSO-P0018_ROG-dialog-0034_428.489_430.724	ROG-Dia-GSO-P0018	ROG-dialog-0034	In sem, vedno sem jo tko najb@l spraševala vprašanja	In sem, vedno sem jo tako najbolj spraševala vprašanja	428.489	430.724	neutralPositive	neutral	neutralPositive	neutral	Train	train
ROG-Dia-GSO-P0018_ROG-dialog-0034_430.724_434.774	ROG-Dia-GSO-P0018	ROG-dialog-0034	in pol si prav sam tko predstavlam moja starša, k sta tko u sred noči tm u cimru tko:	in pol si prav samo tako predstavljam moja starša, k sta tako v sredi noči tam v cimru tako:	430.724	434.774	neutralPositive	neutral	neutralPositive	neutral	Train	train
ROG-Dia-GSO-P0018_ROG-dialog-0034_434.774_437.338	ROG-Dia-GSO-P0018	ROG-dialog-0034	"Kaj nej ji odgovoriva, k@ko nej ji to razloživa?	"Kaj naj ji odgovoriva, kako naj ji to razloživa?	434.774	437.338	neutralPositive	neutral	neutralPositive	neutral	Train	train
ROG-Dia-GSO-P0018_ROG-dialog-0034_437.338_439.400	ROG-Dia-GSO-P0018	ROG-dialog-0034	Ne vem, kaj, ne vem, kaj."	Ne vem, kaj, ne vem, kaj."	437.338	439.4	neutralPositive	neutral	neutralPositive	neutral	Train	train
ROG-Dia-GSO-P0018_ROG-dialog-0034_439.400_442.816	ROG-Dia-GSO-P0018	ROG-dialog-0034	In zadnč mi tko mami kaže in ma tko vse moje zobe.	In zadnjič mi tako mami kaže in ima tako vse moje zobe.	439.4	442.816	neutralPositive	neutral	neutralPositive	neutral	Train	train
