instance_id	file_id	speaker	colloq	norm	start_t	end_t	label_origC	label_collapseC	NER_orig	NER_collapse	split_orig	split_redo	annotation_type
ROG-Dia-GSO-P0016_ROG-dialog-0029_946.727_948.924	ROG-Dia-GSO-P0016	ROG-dialog-0029	Ja.	Ja.	946.727	948.924	neutralPositive	neutral	I-neutralPositive	I-neutral	train	train	sentiment
ROG-Dia-GSO-P0016_ROG-dialog-0030_946.727_948.924	ROG-Dia-GSO-P0016	ROG-dialog-0030	Je pršu z avtom uni od una.	Je prišel z avtom oni od ona.	946.727	948.924	neutralPositive	neutral	I-neutralPositive	I-neutral	train	train	sentiment
ROG-Dia-GSO-P0016_ROG-dialog-0030_948.924_951.811	ROG-Dia-GSO-P0016	ROG-dialog-0030	Pršu z avtom skoraj dol du ... du nes.	Prišel z avtom skoraj dol do ... do nas.	948.924	951.811	neutralPositive	neutral	I-neutralPositive	I-neutral	train	train	sentiment
ROG-Dia-GSO-P0016_ROG-dialog-0030_951.811_952.791	ROG-Dia-GSO-P0016	ROG-dialog-0030	Ma ne do nes.	Ma ne do nas.	951.811	952.791	neutralPositive	neutral	I-neutralPositive	I-neutral	train	train	sentiment
ROG-Dia-GSO-P0016_ROG-dialog-0030_952.791_955.353	ROG-Dia-GSO-P0016	ROG-dialog-0030	Malček spodaj je pršu, do nes.	Malček spodaj je prišel, do nas.	952.791	955.353	neutralPositive	neutral	I-neutralPositive	I-neutral	train	train	sentiment
ROG-Dia-GSO-P0016_ROG-dialog-0030_955.353_958.515	ROG-Dia-GSO-P0016	ROG-dialog-0030	Inu ki je pršu gor, ma so bli pač ko maroži, ne.	Inu ki je prišel gor, ma so bili pač ko maroži, ne.	955.353	958.515	neutralPositive	neutral	I-neutralPositive	I-neutral	train	train	sentiment
ROG-Dia-GSO-P0016_ROG-dialog-0030_958.515_960.319	ROG-Dia-GSO-P0016	ROG-dialog-0030	Je pršu unu.	Je prišel ono.	958.515	960.319	neutralPositive	neutral	I-neutralPositive	I-neutral	train	train	sentiment
ROG-Dia-GSO-P0016_ROG-dialog-0030_960.319_962.791	ROG-Dia-GSO-P0016	ROG-dialog-0030	Inu potem sz nekej cajta taku ...	Inu potem sz nekaj cajta tako ...	960.319	962.791	neutralPositive	neutral	I-neutralPositive	I-neutral	train	train	sentiment
ROG-Dia-GSO-P0016_ROG-dialog-0030_962.791_965.575	ROG-Dia-GSO-P0016	ROG-dialog-0030	Njegova sestra Nives tudi je pršla h nan.	Njegova sestra Nives tudi je prišla k nam.	962.791	965.575	neutralPositive	neutral	I-neutralPositive	I-neutral	train	train	sentiment
ROG-Dia-GSO-P0016_ROG-dialog-0030_965.575_973.027	ROG-Dia-GSO-P0016	ROG-dialog-0030	In mi ko otroci, ki [smeh] nismo te nje poznali, smo se skrivali. [smeh]	In mi kot otroci, ki [smeh] nismo te nje poznali, smo se skrivali. [smeh]	965.575	973.027	neutralPositive	neutral	I-neutralPositive	I-neutral	train	train	sentiment
ROG-Dia-GSO-P0016_ROG-dialog-0030_973.027_976.963	ROG-Dia-GSO-P0016	ROG-dialog-0030	Smo se skrivali okuli, pr hiši, nismo teli se pukazat.	Smo se skrivali okoli, pri hiši, nismo hoteli se pokazati.	973.027	976.963	neutralPositive	neutral	I-neutralPositive	I-neutral	train	train	sentiment
ROG-Dia-GSO-P0016_ROG-dialog-0030_976.963_978.863	ROG-Dia-GSO-P0016	ROG-dialog-0030	In za kamenjem in podobno.	In za kamenjem in podobno.	976.963	978.863	neutralPositive	neutral	I-neutralPositive	I-neutral	train	train	sentiment
ROG-Dia-GSO-P0016_ROG-dialog-0029_978.863_986.248	ROG-Dia-GSO-P0016	ROG-dialog-0029	Eee se spunem, ki si pravu, da kako ste anka [smeh] ... da ne rečem krali eee mmm po() po njivah za jest.	Eee se spomnim, ki si pravil, da kako ste anka [smeh] ... da ne rečem kradli eee mmm po() po njivah za jesti.	978.863	986.248	neutralPositive	neutral	B-neutralPositive	B-neutral	train	train	sentiment
ROG-Dia-GSO-P0016_ROG-dialog-0030_986.248_988.322	ROG-Dia-GSO-P0016	ROG-dialog-0030	Ma to to normalno, ja, to.	Ma to to normalno, ja, to.	986.248	988.322	neutralPositive	neutral	B-neutralPositive	B-neutral	train	train	sentiment
ROG-Dia-GSO-P0016_ROG-dialog-0030_988.322_993.024	ROG-Dia-GSO-P0016	ROG-dialog-0030	Ma ne da k(), da k(), da smo kral, bi reku, za za lač() za kot lačne.	Ma ne da k(), da k(), da smo kradli, bi rekel, za za lač() za kot lačne.	988.322	993.024	neutralPositive	neutral	I-neutralPositive	I-neutral	train	train	sentiment
ROG-Dia-GSO-P0016_ROG-dialog-0030_993.024_995.321	ROG-Dia-GSO-P0016	ROG-dialog-0030	To je blu eee ena navada.	To je bilo eee ena navada.	993.024	995.321	neutralPositive	neutral	I-neutralPositive	I-neutral	train	train	sentiment
ROG-Dia-GSO-P0016_ROG-dialog-0029_993.611_994.436	ROG-Dia-GSO-P0016	ROG-dialog-0029	Gušt?	Gušt?	993.611	994.436	neutralPositive	neutral	B-neutralPositive	B-neutral	train	train	sentiment
ROG-Dia-GSO-P0016_ROG-dialog-0029_995.321_995.925	ROG-Dia-GSO-P0016	ROG-dialog-0029	Gušt.	Gušt.	995.321	995.925	neutralPositive	neutral	B-neutralPositive	B-neutral	train	train	sentiment
ROG-Dia-GSO-P0016_ROG-dialog-0030_995.925_997.446	ROG-Dia-GSO-P0016	ROG-dialog-0030	Alora, smo bli že veliki.	Alora, smo bili že veliki.	995.925	997.446	neutralPositive	neutral	B-neutralPositive	B-neutral	train	train	sentiment
ROG-Dia-GSO-P0016_ROG-dialog-0030_997.446_998.151	ROG-Dia-GSO-P0016	ROG-dialog-0030	Že veliki.	Že veliki.	997.446	998.151	neutralPositive	neutral	I-neutralPositive	I-neutral	train	train	sentiment
ROG-Dia-GSO-P0016_ROG-dialog-0030_998.151_1000.152	ROG-Dia-GSO-P0016	ROG-dialog-0030	Smo meli petnajst, št@rnajst let, petnajst.	Smo imeli petnajst, štirinajst let, petnajst.	998.151	1000.152	neutralPositive	neutral	I-neutralPositive	I-neutral	train	train	sentiment
ROG-Dia-GSO-P0016_ROG-dialog-0030_1000.152_1002.827	ROG-Dia-GSO-P0016	ROG-dialog-0030	Ma nismo bivali gor, smo bivai v Izoli.	Ma nismo bivali gor, smo bivali v Izoli.	1000.152	1002.827	neutralPositive	neutral	I-neutralPositive	I-neutral	train	train	sentiment
ROG-Dia-GSO-P0016_ROG-dialog-0030_1002.827_1011.228	ROG-Dia-GSO-P0016	ROG-dialog-0030	Ma gor smo meli njive še tabot in jes in Dario ... smo šli gor, nekej so delali oni, nekej š@pcali, ka znam, ko ene trte, to.	Ma gor smo imeli njive še tabot in jaz in Dario ... smo šli gor, nekaj so delali oni, nekaj šepcali, kaj znam, ko ene trte, to.	1002.827	1011.228	neutralPositive	neutral	I-neutralPositive	I-neutral	train	train	sentiment
ROG-Dia-GSO-P0016_ROG-dialog-0030_1011.228_1012.551	ROG-Dia-GSO-P0016	ROG-dialog-0030	Woča ni blu.	Oča ni bilo.	1011.228	1012.551	neutralPositive	neutral	I-neutralPositive	I-neutral	train	train	sentiment
ROG-Dia-GSO-P0016_ROG-dialog-0030_1012.551_1013.801	ROG-Dia-GSO-P0016	ROG-dialog-0030	Ma, in pol nas je blu.	Ma, in pol nas je bilo.	1012.551	1013.801	neutralPositive	neutral	I-neutralPositive	I-neutral	train	train	sentiment
ROG-Dia-GSO-P0016_ROG-dialog-0030_1013.801_1015.279	ROG-Dia-GSO-P0016	ROG-dialog-0030	Pa sem reku: "Mi gremo sami."	Pa sem rekel: "Mi gremo sami."	1013.801	1015.279	neutralPositive	neutral	I-neutralPositive	I-neutral	train	train	sentiment
ROG-Dia-GSO-P0016_ROG-dialog-0030_1015.279_1017.605	ROG-Dia-GSO-P0016	ROG-dialog-0030	Seveda hod@t, ne, kaj, gor, z Izole gor.	Seveda hodit, ne, kaj, gor, z Izole gor.	1015.279	1017.605	neutralPositive	neutral	I-neutralPositive	I-neutral	train	train	sentiment
ROG-Dia-GSO-P0016_ROG-dialog-0029_1017.605_1019.129	ROG-Dia-GSO-P0016	ROG-dialog-0029	Sej ni blo kurjer tabot.	Saj ni bilo kurjer tabot.	1017.605	1019.129	neutralPositive	neutral	B-neutralPositive	B-neutral	train	train	sentiment
ROG-Dia-GSO-P0016_ROG-dialog-0030_1017.605_1019.129	ROG-Dia-GSO-P0016	ROG-dialog-0030	Hodit.	Hodit.	1017.605	1019.129	neutralPositive	neutral	I-neutralPositive	I-neutral	train	train	sentiment
ROG-Dia-GSO-P0016_ROG-dialog-0029_1019.129_1020.090	ROG-Dia-GSO-P0016	ROG-dialog-0029	Ja.	Ja.	1019.129	1020.09	neutralPositive	neutral	I-neutralPositive	I-neutral	train	train	sentiment
ROG-Dia-GSO-P0016_ROG-dialog-0030_1019.129_1020.904	ROG-Dia-GSO-P0016	ROG-dialog-0030	In pole smo šli gor, uoni so pršli zraven.	In pol smo šli gor, oni so prišli zraven.	1019.129	1020.904	neutralPositive	neutral	I-neutralPositive	I-neutral	train	train	sentiment
ROG-Dia-GSO-P0016_ROG-dialog-0030_1020.904_1025.940	ROG-Dia-GSO-P0016	ROG-dialog-0030	Je bil en mož tam, ki je koso ... koso travo v njivi.	Je bil en mož tam, ki je kosil ... kosil travo v njivi.	1020.904	1025.94	neutralPositive	neutral	I-neutralPositive	I-neutral	train	train	sentiment
ROG-Dia-GSO-P0016_ROG-dialog-0030_1025.940_1029.384	ROG-Dia-GSO-P0016	ROG-dialog-0030	Je bil eee zid taku, mi nismo bli visok, smo pogleal skuzi zid.	Je bil eee zid tako, mi nismo bili visoki, smo pogledali skozi zid.	1025.94	1029.384	neutralPositive	neutral	I-neutralPositive	I-neutral	train	train	sentiment
ROG-Dia-GSO-P0016_ROG-dialog-0030_1029.384_1032.359	ROG-Dia-GSO-P0016	ROG-dialog-0030	Inu smo vidli aaa angurije in melone.	Inu smo videli aaa angurije in melone.	1029.384	1032.359	neutralPositive	neutral	I-neutralPositive	I-neutral	train	train	sentiment
ROG-Dia-GSO-P0016_ROG-dialog-0030_1032.359_1038.437	ROG-Dia-GSO-P0016	ROG-dialog-0030	Inu ponjer je, uondi zgoraj je j@mu hišo, ki je, ki je, njegova žena.	Inu ponjer je, ondi zgoraj je imel hišo, ki je, ki je, njegova žena.	1032.359	1038.437	neutralPositive	neutral	I-neutralPositive	I-neutral	train	train	sentiment
ROG-Dia-GSO-P0016_ROG-dialog-0030_1038.437_1041.808	ROG-Dia-GSO-P0016	ROG-dialog-0030	Lih ta lih ta žena hodila v Trst, ki je vozila rubo to.	Glih ta glih ta žena hodila v Trst, ki je vozila robo to.	1038.437	1041.808	neutralPositive	neutral	I-neutralPositive	I-neutral	train	train	sentiment
ROG-Dia-GSO-P0016_ROG-dialog-0030_1041.808_1048.532	ROG-Dia-GSO-P0016	ROG-dialog-0030	In on se je klicu Čir, Čir, ta muž. "Čir, hodi damu, ki je kosilo."	In on se je klical Čir, Čir, ta mož. "Čir, hodi domov, ki je kosilo."	1041.808	1048.532	neutralPositive	neutral	I-neutralPositive	I-neutral	train	train	sentiment
ROG-Dia-GSO-P0016_ROG-dialog-0030_1048.532_1050.517	ROG-Dia-GSO-P0016	ROG-dialog-0030	"Ja, pridem, vele, vele."	"Ja, pridem, vele, vele."	1048.532	1050.517	neutralPositive	neutral	I-neutralPositive	I-neutral	train	train	sentiment
ROG-Dia-GSO-P0016_ROG-dialog-0030_1050.517_1052.591	ROG-Dia-GSO-P0016	ROG-dialog-0030	[smeh] Je šu domu.	[smeh] Je šel domov.	1050.517	1052.591	neutralPositive	neutral	I-neutralPositive	I-neutral	train	train	sentiment
ROG-Dia-GSO-P0016_ROG-dialog-0030_1052.591_1058.588	ROG-Dia-GSO-P0016	ROG-dialog-0030	Mi smo š() [smeh] šli gor, je j@mu žakelj, ki je verjetno mislu uon pobr@t melone in tu, smo obral mi.	Mi smo š() [smeh] šli gor, je imel žakelj, ki je verjetno mislil on pobrati melone in to, smo obrali mi.	1052.591	1058.588	neutralPositive	neutral	I-neutralPositive	I-neutral	train	train	sentiment
ROG-Dia-GSO-P0016_ROG-dialog-0029_1058.588_1060.267	ROG-Dia-GSO-P0016	ROG-dialog-0029	Milone in ste šli.	Melone in ste šli.	1058.588	1060.267	neutralPositive	neutral	B-neutralPositive	B-neutral	train	train	sentiment
ROG-Dia-GSO-P0016_ROG-dialog-0030_1058.588_1061.220	ROG-Dia-GSO-P0016	ROG-dialog-0030	[smeh] In je dol v staro hišo domu.	[smeh] In je dol v staro hišo domov.	1058.588	1061.22	neutralPositive	neutral	I-neutralPositive	I-neutral	train	train	sentiment
ROG-Dia-GSO-P0016_ROG-dialog-0030_1062.282_1067.069	ROG-Dia-GSO-P0016	ROG-dialog-0030	Ma in še z() in ponj je še zmerej je blo ta, ku da bi bla afera.	Ma in še z() in ponj je še zmeraj je bilo ta, ku da bi bila afera.	1062.282	1067.069	mixedPositive	positive	B-mixedPositive	B-positive	train	train	sentiment
ROG-Dia-GSO-P0016_ROG-dialog-0030_1067.069_1071.706	ROG-Dia-GSO-P0016	ROG-dialog-0030	Ma da na k@do je bil, da kateri so bli, da jes nisem vidu, da tu.	Ma da na kdo je bil, da kateri so bili, da jaz nisem videl, da to.	1067.069	1071.706	neutralPositive	neutral	B-neutralPositive	B-neutral	train	train	sentiment
ROG-Dia-GSO-P0016_ROG-dialog-0030_1071.706_1072.711	ROG-Dia-GSO-P0016	ROG-dialog-0030	In tu, ki je gledu.	In to, ki je gledal.	1071.706	1072.711	neutralPositive	neutral	I-neutralPositive	I-neutral	train	train	sentiment
ROG-Dia-GSO-P0016_ROG-dialog-0030_1072.711_1075.431	ROG-Dia-GSO-P0016	ROG-dialog-0030	Ka on zna, ku smo kopali uno prej, ku smo kopali drug dan, n@č.	Kaj on zna, ku smo kopali ono prej, ku smo kopali drug dan, nič.	1072.711	1075.431	neutralPositive	neutral	I-neutralPositive	I-neutral	train	train	sentiment
ROG-Dia-GSO-P0016_ROG-dialog-0030_1075.431_1078.609	ROG-Dia-GSO-P0016	ROG-dialog-0030	D@ so bli eni t@, da on ne zna, kašno podobnu.	Da so bili eni to, da on ne zna, kakšno podobno.	1075.431	1078.609	neutralPositive	neutral	I-neutralPositive	I-neutral	train	train	sentiment
ROG-Dia-GSO-P0016_ROG-dialog-0030_1078.609_1083.101	ROG-Dia-GSO-P0016	ROG-dialog-0030	In pol da spet šu v: "Ivan, ma ka so bli toji otroci ta in ta dan te, te."	In pol da spet šel v: "Ivan, ma kaj so bili tvoji otroci ta in ta dan te, te."	1078.609	1083.101	neutralPositive	neutral	I-neutralPositive	I-neutral	train	train	sentiment
ROG-Dia-GSO-P0016_ROG-dialog-0030_1083.101_1084.771	ROG-Dia-GSO-P0016	ROG-dialog-0030	"Ma da jes znam ne, da ..."	"Ma da jaz znam ne, da ..."	1083.101	1084.771	neutralPositive	neutral	I-neutralPositive	I-neutral	train	train	sentiment
ROG-Dia-GSO-P0016_ROG-dialog-0030_1085.881_1088.004	ROG-Dia-GSO-P0016	ROG-dialog-0030	Mi smo samo mučali, ki ne smeš povedat n@č. [glas]	Mi smo samo molčali, ki ne smeš povedati nič. [glas]	1085.881	1088.004	neutralPositive	neutral	B-neutralPositive	B-neutral	train	train	sentiment
ROG-Dia-GSO-P0016_ROG-dialog-0030_1088.004_1090.360	ROG-Dia-GSO-P0016	ROG-dialog-0030	Ja, to je taku, take stvari so ble, ne.	Ja, to je tako, take stvari so bile, ne.	1088.004	1090.36	neutralPositive	neutral	I-neutralPositive	I-neutral	train	train	sentiment
ROG-Dia-GSO-P0016_ROG-dialog-0030_1090.360_1092.853	ROG-Dia-GSO-P0016	ROG-dialog-0030	Inu polej pa smo hodil pobirat češnje.	Inu pol pa smo hodili pobirat češnje.	1090.36	1092.853	neutralPositive	neutral	I-neutralPositive	I-neutral	train	train	sentiment
ROG-Dia-GSO-P0016_ROG-dialog-0030_1092.853_1093.970	ROG-Dia-GSO-P0016	ROG-dialog-0030	Ne, ma je tu.	Ne, ma je to.	1092.853	1093.97	neutralPositive	neutral	I-neutralPositive	I-neutral	train	train	sentiment
ROG-Dia-GSO-P0016_ROG-dialog-0030_1093.970_1096.732	ROG-Dia-GSO-P0016	ROG-dialog-0030	Ma dama nisi smel jest, pobirat je blo za prodat.	Ma doma nisi smel jesti, pobirati je bilo za prodati.	1093.97	1096.732	neutralPositive	neutral	I-neutralPositive	I-neutral	train	train	sentiment
ROG-Dia-GSO-P0016_ROG-dialog-0029_1096.732_1098.725	ROG-Dia-GSO-P0016	ROG-dialog-0029	E seveda. [glas]	E seveda. [glas]	1096.732	1098.725	neutralPositive	neutral	B-neutralPositive	B-neutral	train	train	sentiment
ROG-Dia-GSO-P0016_ROG-dialog-0030_1096.732_1098.725	ROG-Dia-GSO-P0016	ROG-dialog-0030	Alora, mi smo šli nabrat ...	Alora, mi smo šli nabrat ...	1096.732	1098.725	neutralPositive	neutral	I-neutralPositive	I-neutral	train	train	sentiment
ROG-Dia-GSO-P0016_ROG-dialog-0029_1098.725_1100.578	ROG-Dia-GSO-P0016	ROG-dialog-0029	Je blo vse ta buljše se je prodalo.	Je bilo vse ta boljše se je prodalo.	1098.725	1100.578	mixedPositive	positive	B-mixedPositive	B-positive	train	train	sentiment
ROG-Dia-GSO-P0016_ROG-dialog-0029_1100.578_1101.858	ROG-Dia-GSO-P0016	ROG-dialog-0029	Ja.	Ja.	1100.578	1101.858	neutralPositive	neutral	B-neutralPositive	B-neutral	train	train	sentiment
ROG-Dia-GSO-P0016_ROG-dialog-0030_1100.578_1101.858	ROG-Dia-GSO-P0016	ROG-dialog-0030	Mi smo šli do enga druzga.	Mi smo šli do enega drugega.	1100.578	1101.858	neutralPositive	neutral	B-neutralPositive	B-neutral	train	train	sentiment
ROG-Dia-GSO-P0016_ROG-dialog-0030_1101.858_1103.970	ROG-Dia-GSO-P0016	ROG-dialog-0030	Jest, do ene druge.	Jest, do ene druge.	1101.858	1103.97	neutralPositive	neutral	I-neutralPositive	I-neutral	train	train	sentiment
ROG-Dia-GSO-P0016_ROG-dialog-0030_1103.970_1107.264	ROG-Dia-GSO-P0016	ROG-dialog-0030	In uonde je bla ena češnja zraven hiše, malo več tan deleč.	In onde je bila ena češnja zraven hiše, malo več tam daleč.	1103.97	1107.264	neutralPositive	neutral	I-neutralPositive	I-neutral	train	train	sentiment
ROG-Dia-GSO-P0016_ROG-dialog-0030_1107.264_1112.723	ROG-Dia-GSO-P0016	ROG-dialog-0030	A ena hiša je so bli te ljudje, ki smo jim rekli Pr Ravi, Otavijo, una, una.	A ena hiša je so bili ti ljudje, ki smo jim rekli Pri Ravi, Ottavio, ona, ona.	1107.264	1112.723	neutralPositive	neutral	I-neutralPositive	I-neutral	train	train	sentiment
ROG-Dia-GSO-P0016_ROG-dialog-0030_1112.723_1113.537	ROG-Dia-GSO-P0016	ROG-dialog-0030	So bli gor.	So bili gor.	1112.723	1113.537	neutralPositive	neutral	I-neutralPositive	I-neutral	train	train	sentiment
ROG-Dia-GSO-P0016_ROG-dialog-0030_1113.537_1116.128	ROG-Dia-GSO-P0016	ROG-dialog-0030	Uni so bli gor, z gor se je vidlu lepo dol to češnjo.	Oni so bili gor, z gor se je videlo lepo dol to češnjo.	1113.537	1116.128	neutralPositive	neutral	I-neutralPositive	I-neutral	train	train	sentiment
ROG-Dia-GSO-P0016_ROG-dialog-0030_1116.128_1118.093	ROG-Dia-GSO-P0016	ROG-dialog-0030	Una je bla tude bolj zgodnja češnja.	Ona je bila tudi bolj zgodnja češnja.	1116.128	1118.093	neutralPositive	neutral	I-neutralPositive	I-neutral	train	train	sentiment
ROG-Dia-GSO-P0016_ROG-dialog-0030_1118.093_1120.994	ROG-Dia-GSO-P0016	ROG-dialog-0030	[glas] Sm reku zdej: "Kaku mi gremo na to češnjo?	[glas] Sem rekel zdaj: "Kako mi gremo na to češnjo?	1118.093	1120.994	neutralPositive	neutral	I-neutralPositive	I-neutral	train	train	sentiment
ROG-Dia-GSO-P0016_ROG-dialog-0030_1120.994_1122.985	ROG-Dia-GSO-P0016	ROG-dialog-0030	Ki je gor, glej ga rod, nonštop."	Ki je gor, glej ga rod, nonstop."	1120.994	1122.985	neutralPositive	neutral	I-neutralPositive	I-neutral	train	train	sentiment
ROG-Dia-GSO-P0016_ROG-dialog-0030_1122.985_1128.041	ROG-Dia-GSO-P0016	ROG-dialog-0030	Dol, niso zdej ... s korte proč samo gledali to češnjo.	Dol, niso zdaj ... s korte proč samo gledali to češnjo.	1122.985	1128.041	neutralPositive	neutral	I-neutralPositive	I-neutral	train	train	sentiment
ROG-Dia-GSO-P0016_ROG-dialog-0030_1128.041_1131.553	ROG-Dia-GSO-P0016	ROG-dialog-0030	In na žleb inu pole smo šli, kaj smo zeli, en drat.	In na žleb inu pol smo šli, kaj smo vzeli, en drat.	1128.041	1131.553	neutralPositive	neutral	I-neutralPositive	I-neutral	train	train	sentiment
ROG-Dia-GSO-P0016_ROG-dialog-0030_1131.553_1132.804	ROG-Dia-GSO-P0016	ROG-dialog-0030	En drat.	En drat.	1131.553	1132.804	neutralPositive	neutral	I-neutralPositive	I-neutral	train	train	sentiment
ROG-Dia-GSO-P0016_ROG-dialog-0030_1132.804_1136.655	ROG-Dia-GSO-P0016	ROG-dialog-0030	In smo se vseli, ki je bla taku korona, češnja je bla nad korono.	In smo se vsedli, ki je bila tako korona, češnja je bila nad korono.	1132.804	1136.655	neutralPositive	neutral	I-neutralPositive	I-neutral	train	train	sentiment
ROG-Dia-GSO-P0016_ROG-dialog-0030_1136.655_1137.771	ROG-Dia-GSO-P0016	ROG-dialog-0030	Smo vzel en drat.	Smo vzeli en drat.	1136.655	1137.771	neutralPositive	neutral	I-neutralPositive	I-neutral	train	train	sentiment
ROG-Dia-GSO-P0016_ROG-dialog-0029_1137.771_1140.597	ROG-Dia-GSO-P0016	ROG-dialog-0029	In ste povlekli vejo. [smeh]	In ste povlekli vejo. [smeh]	1137.771	1140.597	neutralPositive	neutral	B-neutralPositive	B-neutral	train	train	sentiment
ROG-Dia-GSO-P0016_ROG-dialog-0030_1137.771_1143.014	ROG-Dia-GSO-P0016	ROG-dialog-0030	[nerazumljivo] Povlekli vejo dol inu inu inu jeli. [smeh]	[nerazumljivo] Povlekli vejo dol inu inu inu jedli. [smeh]	1137.771	1143.014	neutralPositive	neutral	I-neutralPositive	I-neutral	train	train	sentiment
ROG-Dia-GSO-P0016_ROG-dialog-0029_1140.597_1143.014	ROG-Dia-GSO-P0016	ROG-dialog-0029	Furbačoti.	Furbačoti.	1140.597	1143.014	neutralPositive	neutral	I-neutralPositive	I-neutral	train	train	sentiment
ROG-Dia-GSO-P0016_ROG-dialog-0030_1143.014_1146.143	ROG-Dia-GSO-P0016	ROG-dialog-0030	Ma smo čuli gor, ki je s() krčala, ta njihova mat:	Ma smo čuli gor, ki je s() kričala, ta njihova mat:	1143.014	1146.143	neutralPositive	neutral	I-neutralPositive	I-neutral	train	train	sentiment
ROG-Dia-GSO-P0016_ROG-dialog-0030_1146.143_1150.577	ROG-Dia-GSO-P0016	ROG-dialog-0030	"Čuj, čuj, Otavijo, Otavijo, hoj les. Dol p(), dol na češnji neki se juga."	"Čuj, čuj, Otavijo, Otavijo, hoj les. Dol p(), dol na češnji nekaj se juga."	1146.143	1150.577	neutralPositive	neutral	I-neutralPositive	I-neutral	train	train	sentiment
ROG-Dia-GSO-P0016_ROG-dialog-0030_1150.577_1151.705	ROG-Dia-GSO-P0016	ROG-dialog-0030	"Ma kaj ne viš, da piha burja?"	"Ma kaj ne vidiš, da piha burja?"	1150.577	1151.705	neutralPositive	neutral	I-neutralPositive	I-neutral	train	train	sentiment
ROG-Dia-GSO-P0016_ROG-dialog-0029_1152.878_1154.610	ROG-Dia-GSO-P0016	ROG-dialog-0029	Viš, da piha burja, ja.	Vidiš, da piha burja, ja.	1152.878	1154.61	neutralPositive	neutral	B-neutralPositive	B-neutral	train	train	sentiment
ROG-Dia-GSO-P0016_ROG-dialog-0029_1154.610_1155.887	ROG-Dia-GSO-P0016	ROG-dialog-0029	O, ma mati božja.	O, ma mati božja.	1154.61	1155.887	neutralPositive	neutral	I-neutralPositive	I-neutral	train	train	sentiment
ROG-Dia-GSO-P0016_ROG-dialog-0029_1155.887_1156.798	ROG-Dia-GSO-P0016	ROG-dialog-0029	Ma veš, kaj.	Ma veš, kaj.	1155.887	1156.798	neutralPositive	neutral	I-neutralPositive	I-neutral	train	train	sentiment
ROG-Dia-GSO-P0016_ROG-dialog-0029_1156.798_1157.848	ROG-Dia-GSO-P0016	ROG-dialog-0029	Je blo sveha.	Je bilo vsega.	1156.798	1157.848	neutralPositive	neutral	I-neutralPositive	I-neutral	train	train	sentiment
ROG-Dia-GSO-P0016_ROG-dialog-0029_1157.848_1161.537	ROG-Dia-GSO-P0016	ROG-dialog-0029	Sveha i svačega, smo rekli.	Vsega in svačega, smo rekli.	1157.848	1161.537	neutralPositive	neutral	I-neutralPositive	I-neutral	train	train	sentiment
ROG-Dia-GSO-P0016_ROG-dialog-0030_1159.179_1164.870	ROG-Dia-GSO-P0016	ROG-dialog-0030	Jes se ga, jes se ne spunem, jes se spunem zmerem ne eee ... eee ne žejen, ne lačen.	Jaz se ga, jaz se ne spomnim, jaz se spomnim zmerom ne eee ... eee ne žejen, ne lačen.	1159.179	1164.87	mixedPositive	positive	B-mixedPositive	B-positive	train	train	sentiment
ROG-Dia-GSO-P0016_ROG-dialog-0029_1162.203_1164.870	ROG-Dia-GSO-P0016	ROG-dialog-0029	Ne slabo se spuneš.	Ne slabo se spomniš.	1162.203	1164.87	mixedPositive	positive	B-mixedPositive	B-positive	train	train	sentiment
ROG-Dia-GSO-P0016_ROG-dialog-0029_1164.870_1167.486	ROG-Dia-GSO-P0016	ROG-dialog-0029	Ja, ja, ja.	Ja, ja, ja.	1164.87	1167.486	neutralPositive	neutral	B-neutralPositive	B-neutral	train	train	sentiment
ROG-Dia-GSO-P0016_ROG-dialog-0030_1164.870_1165.630	ROG-Dia-GSO-P0016	ROG-dialog-0030	Vesel.	Vesel.	1164.87	1165.63	predominantlyPositive	positive	B-predominantlyPositive	I-positive	train	train	sentiment
ROG-Dia-GSO-P0016_ROG-dialog-0030_1165.630_1167.486	ROG-Dia-GSO-P0016	ROG-dialog-0030	Evo veselje je blo tabot, gotovo.	Evo, veselje je bilo tabot, gotovo.	1165.63	1167.486	predominantlyPositive	positive	I-predominantlyPositive	I-positive	train	train	sentiment
ROG-Dia-GSO-P0016_ROG-dialog-0030_1167.486_1168.608	ROG-Dia-GSO-P0016	ROG-dialog-0030	Mar si bil bos i nag.	Mar si bil bos in nag.	1167.486	1168.608	neutralPositive	neutral	B-neutralPositive	B-neutral	train	train	sentiment
ROG-Dia-GSO-P0016_ROG-dialog-0029_1168.608_1172.092	ROG-Dia-GSO-P0016	ROG-dialog-0029	Magari smo bli bosi in nagi, ma je blo, je blo lepu, ne?	Magari smo bili bosi in nagi, ma je bilo, je bilo lepo, ne?	1168.608	1172.092	mixedPositive	positive	B-mixedPositive	B-positive	train	train	sentiment
ROG-Dia-GSO-P0016_ROG-dialog-0030_1168.608_1170.198	ROG-Dia-GSO-P0016	ROG-dialog-0030	Tabot.	Tabot.	1168.608	1170.198	neutralPositive	neutral	I-neutralPositive	I-neutral	train	train	sentiment
ROG-Dia-GSO-P0016_ROG-dialog-0030_1171.478_1172.092	ROG-Dia-GSO-P0016	ROG-dialog-0030	Ja.	Ja.	1171.478	1172.092	neutralPositive	neutral	B-neutralPositive	B-neutral	train	train	sentiment
